Season,Facility ID,Latitude,Longitude,Street1,Street2,City,State,Postal Code,Country,Facility Name,URL,Phone,Contact,Begin Date,End Date,Begin Time,End Time,Begin DateTime,End DateTime,Recurrence Days,Hours,Eligibility,Cost,Notes,Record ID,Location,Boundaries - ZIP Codes,Community Areas,Zip Codes,Census Tracts,Wards
2017-2018,20,41.8595,-87.69085,2602 W. 16th St.,,Chicago,IL,60608,United States of America,28th Ward Office,,,,10/19/2017,10/19/2017,10:00:00,13:00:00,10/19/2017 10:00:00 AM,10/19/2017 01:00:00 PM,Thursday,,,"No cost to individual. If insured, insurance will be billed. Earn 200 Park Points here! Obtenga 200 Puntos Para Los Parques de Chicago!",,2017-2018_20,"(41.8595, -87.69085)",43,30,14920,16,23
2018-2019,131,41.88585,-87.62034,205 NORTH COLUMBUS DRIVE,,Chicago,IL,60601,United States of America,CVS/pharmacy,http://www.cvs.com,312-861-0315,,09/01/2018,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 7:00 AM-9:00 PM, Tue: 7:00 AM-9:00 PM, Wed: 7:00 AM-9:00 PM, Thu: 7:00 AM-9:00 PM, Fri: 7:00 AM-9:00 PM, Sat:  9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,Call for details. Minimum Age Requirement for Flu Shot: 10.,,2018-2019_131,"(41.88585, -87.62034)",42,38,14309,580,36
2015-2016,112,41.792457,-87.8011242,7150 W ARCHER AVE,,CHICAGO,IL,60638,United States of America,Walgreens,http://www.Walgreens.com,773-229-1447,Pharmacy,09/01/2014,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-6:00 PM",,Call for details.,,2015-2016_112,"(41.792457, -87.8011242)",7,53,22268,588,6
2017-2018,267,41.9685,-87.72876,4010 W LAWRENCE AVE,,CHICAGO,IL,60630,United States of America,Walgreens,http://www.Walgreens.com,773-286-309,Pharmacy,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",24 Hours,,Call for details.,,2017-2018_267,"(41.9685, -87.72876)",48,14,21869,751,38
2014-2015,262,41.89553,-87.68772,2427 WEST CHICAGO AVENUE,,CHICAGO,IL,60622,United States of America,CVS/pharmacy,http://www.cvs.com,773-342-6060,,09/01/2014,03/31/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-9:00 PM, Tue: 8:00 AM-9:00 PM, Wed: 8:00 AM-9:00 PM, Thu: 8:00 AM-9:00 PM, Fri: 8:00 AM-9:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-5:00 PM",,Call for details.,Minimum Age Requirement for Flu Shot: 10.,2014-2015_262,"(41.89553, -87.68772)",28,25,21560,545,49
2017-2018,192,41.87941,-87.63402,200 W ADAMS ST,,CHICAGO,IL,60606,United States of America,Walgreens,http://www.Walgreens.com,312-372-331,Pharmacy,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: Closed, Sun: Closed",,Call for details.,,2017-2018_192,"(41.87941, -87.63402)",46,38,14914,92,36
2017-2018,101,41.91812,-87.63917,401 WEST ARMITAGE AVENUE,,Chicago,IL,60614,United States of America,CVS/pharmacy,http://www.cvs.com,312-337-3035,,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,Call for details. Minimum Age Requirement for Flu Shot: 10.,,2017-2018_101,"(41.91812, -87.63917)",16,68,21190,208,34
2016-2017,83,41.844099,-87.724799,4005 W 26TH ST,,CHICAGO,IL,60623,United States of America,Walgreens,http://www.Walgreens.com,773-521-9504,Pharmacy,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-5:00 PM",,Call for details.,,2016-2017_83,"(41.844099, -87.724799)",57,32,21569,194,28
2019-2020,261,41.9396,-87.7252,3222 N MILWAUKEE AVE,,Chicago,IL,60618,United States of America,Walgreens,http://www.Walgreens.com,773-481-5876,Pharmacy,09/01/2019,09/01/2021,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 8:00 AM-10:00 PM PM, Sun: 8:00 AM-10:00 PM",,Call for details.,,2019-2020_261,"(41.9396, -87.7252)",39,22,21538,138,21
2015-2016,236,41.93745,-87.64407,3033 NORTH BROADWAY STREET,,CHICAGO,IL,60657,United States of America,CVS/pharmacy,http://www.cvs.com,773-883-6141,,09/01/2014,09/01/2020,,,,,"Monday, Tuesday, Wednesday, Thursday, Friday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,Call for details.,Minimum Age Requirement for Flu Shot: 10.,2015-2016_236,"(41.93745, -87.64407)",22,57,4449,683,25
2018-2019,34,41.9878,-87.70314,5850 N. Lincoln Ave.,,Chicago,IL,60659,United States of America,40th Ward Office,,,,09/25/2018,09/25/2018,10:00:00,14:00:00,09/25/2018 10:00:00 AM,09/25/2018 02:00:00 PM,Tuesday,,,"No cost to individual. If insured, insurance will be billed.",,2018-2019_34,"(41.9878, -87.70314)",50,20,4450,65,24
2015-2016,176,41.9750638,-87.8064809,7155 W FOSTER AVE,,CHICAGO,IL,60656,United States of America,Walgreens,http://www.Walgreens.com,773-631-3927,Pharmacy,09/01/2014,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,Call for details.,,2015-2016_176,"(41.9750638, -87.8064809)",31,36,4448,700,29
2014-2015,220,41.83771,-87.64539,741 WEST 31ST STREET,,CHICAGO,IL,60608,United States of America,CVS/pharmacy,http://www.cvs.com,312-567-9044,,09/01/2014,03/31/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,Call for details.,Minimum Age Requirement for Flu Shot: 10.,2014-2015_220,"(41.83771, -87.64539)",40,58,21194,149,48
2014-2015,320,41.79435485,-87.77052715,6107 S. Archer Ave.,,Chicago,IL,60638,United States of America,Jewel-Osco 3721,http://www.jeweloscopharmacies.com,773-735-0396,,08/12/2014,03/01/2015,,,,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday","Mon-Fri: 8:00 AM-9:00 PM, Sat-Sun: 9:00 AM-5:00 PM",,Call for details.,,2014-2015_320,"(41.79435485, -87.77052715)",7,53,22268,587,6
2015-2016,323,41.9613978,-87.654593,4355 North Sheridan,,Chicago,IL,60613,United States of America,Jewel-Osco 3455,http://www.jeweloscopharmacies.com,773-525-4766,,08/12/2014,03/01/2016,,,,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday","Mon-Fri: 8:00 AM-9:00 PM, Sat-Sun: 9:00 AM-5:00 PM",,Call for details.,,2015-2016_323,"(41.9613978, -87.654593)",53,31,21186,577,39
2019-2020,129,41.9765,-87.6594,5205 NORTH BROADWAY STREET,,Chicago,IL,60640,United States of America,CVS/pharmacy,http://www.cvs.com,773-275-5641,,09/01/2019,09/01/2021,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,Call for details. Minimum Age Requirement for Flu Shot: 10.,,2019-2020_129,"(41.9765, -87.6594)",15,76,22616,160,16
2015-2016,68,41.883911,-87.632012,121 N. LaSalle St.,,Chicago,IL,60602,United States of America,City Hall - 2nd Floor Lobby,,312-746-6129,Rosemarie Lake,12/09/2015,12/09/2015,9:00:00,14:00:00,12/09/2015 09:00:00 AM,12/09/2015 02:00:00 PM,Wednesday,,,"No cost to individual. If insured, insurance will be billed.",Free to individual. Insurance will be billed.,2015-2016_68,"(41.883911, -87.632012)",41,38,14310,92,36
2016-2017,125,41.8814413,-87.6853785,2340 W MADISON ST,,CHICAGO,IL,60612,United States of America,Walgreens,http://www.Walgreens.com,312-226-7913,Pharmacy,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-5:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,Call for details.,,2016-2017_125,"(41.8814413, -87.6853785)",28,29,21184,37,46
2019-2020,298,41.8808,-87.7209,3800 W MADISON ST STE 101,,Chicago,IL,60624,United States of America,Walgreens,http://www.Walgreens.com,773-826-1817,Pharmacy,09/01/2019,09/01/2021,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-6:00 PM, Sat: Closed, Sun: Closed",,Call for details.,,2019-2020_298,"(41.8808, -87.7209)",30,27,21572,658,23
2014-2015,97,41.693599,-87.621099,11040 S MICHIGAN AVE,,CHICAGO,IL,60628,United States of America,Walgreens,http://www.Walgreens.com,773-928-6770,Pharmacy,09/01/2014,04/15/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-6:00 PM",,,,2014-2015_97,"(41.693599, -87.621099)",19,45,21861,237,43
2019-2020,193,42.0116,-87.8183,7652 W TOUHY AVE,,Chicago,IL,60631,United States of America,Walgreens,http://www.Walgreens.com,773-631-5903,Pharmacy,09/01/2019,09/01/2021,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 7:00 AM-7:30 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-5:00 PM",,Call for details.,,2019-2020_193,"(42.0116, -87.8183)",17,77,22243,653,29
2015-2016,16,41.931,-87.7991576,6934 W. Diversey Ave.,,Chicago,IL,60707,United States of America,36th Ward Office,,773-745-4636,Magdalena Fudalewicz,10/07/2015,10/07/2015,10:00:00,14:00:00,10/07/2015 10:00:00 AM,10/07/2015 02:00:00 PM,Wednesday,,,"No cost to individual. If insured, insurance will be billed.",Free to individual. Insurance will be billed.,2015-2016_16,"(41.931, -87.7991576)",52,18,4454,397,44
2018-2019,237,41.80856,-87.66524,1614 W 47TH ST,,Chicago,IL,60609,United States of America,Walgreens,http://www.Walgreens.com,773-247-3051,Pharmacy,09/01/2018,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-9:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,Call for details.,,2018-2019_237,"(41.80856, -87.66524)",37,59,14924,740,4
2017-2018,156,41.9555,-87.67925,4051 N LINCOLN AVE,,Chicago,IL,60618,United States of America,CVS/pharmacy,www.minuteclinic.com,773-871-2611,,10/01/2016,09/01/2020,,,,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday","Mon: 8:30 AM-7:30 PM, Tue: 8:30 AM-7:30 PM, Wed: 8:30 AM-7:30 PM, Thu: 8:30 AM-7:30 PM, Fri: 8:30 AM-7:30 PM, Sat: 9:00 AM-5:30 PM, Sun: 9:00 AM-4:30 PM",,Call for details. Minimum Age Requirement for Flu Shot: 10.,,2017-2018_156,"(41.9555, -87.67925)",39,46,21538,623,18
2014-2015,246,41.77719,-87.7223,6315 SOUTH PULASKI ROAD,,CHICAGO,IL,60629,United States of America,CVS/pharmacy,http://www.cvs.com,773-284-7070,,09/01/2014,03/31/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,Call for details.,Minimum Age Requirement for Flu Shot: 10.,2014-2015_246,"(41.77719, -87.7223)",58,63,21867,238,15
2015-2016,19,41.883911,-87.632012,121 N. LaSalle St.,,Chicago,IL,60602,United States of America,City Hall - 2nd Floor Lobby,,312-746-6129,Rosemarie Lake,10/09/2015,10/09/2015,9:00:00,14:00:00,10/09/2015 09:00:00 AM,10/09/2015 02:00:00 PM,Friday,,,"No cost to individual. If insured, insurance will be billed.",Free to individual. Insurance will be billed.,2015-2016_19,"(41.883911, -87.632012)",41,38,14310,92,36
2014-2015,313,41.97948497,-87.65980734,5345 Broadway St.,,Chicago,IL,60640,United States of America,Jewel-Osco 3443,http://www.jeweloscopharmacies.com,773-334-2083,,08/12/2014,03/01/2015,,,,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday","Mon-Fri: 8:00 AM-9:00 PM, Sat-Sun: 9:00 AM-5:00 PM",,Call for details.,,2014-2015_313,"(41.97948497, -87.65980734)",15,76,22616,160,16
2016-2017,87,41.8962701,-87.6692183,1650 W CHICAGO AVE,,CHICAGO,IL,60622,United States of America,Walgreens,http://www.Walgreens.com,312-829-6186,Pharmacy,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-5:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,Call for details.,,2016-2017_87,"(41.8962701, -87.6692183)",4,25,21560,518,41
2015-2016,116,41.779091,-87.615988,6330 S KING DR,,CHICAGO,IL,60637,United States of America,Walgreens,http://www.Walgreens.com,773-324-8500,Pharmacy,09/01/2014,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-5:00 PM",,Call for details.,,2015-2016_116,"(41.779091, -87.615988)",60,67,22260,122,4
2016-2017,112,41.965499,-87.667099,1500 W WILSON AVE,,CHICAGO,IL,60640,United States of America,Walgreens,http://www.Walgreens.com,773-907-8995,Pharmacy,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-6:00 PM",,Call for details.,,2016-2017_112,"(41.965499, -87.667099)",15,31,22616,559,18
2019-2020,39,41.9473,-87.6512,850 W. Addison St.,,Chicago,IL,60613,United States of America,44th Ward - 19th District Police Station,,,,09/23/2019,09/23/2019,9:00:00,14:00:00,09/23/2019 09:00:00 AM,09/23/2019 02:00:00 PM,Monday,,,"No cost to individual. If insured, insurance will be billed. Limited amounts of high-dose flu vaccines for seniors may be available throughout the season.�Check https://www.chicago.gov/city/en/depts/cdph/supp_info/health-protection/flu-clinics-in-the-city-of-chicago.html for updates.",,2019-2020_39,"(41.9473, -87.6512)",53,57,21186,727,25
2014-2015,55,41.80680851,-87.6736573,1936 W 48TH ST,,CHICAGO,IL,60609,United States of America,St Michael the Archangel Parish,,773-523-1248,Sandra Garcia,11/09/2014,11/09/2014,9:00:00,14:00:00,11/09/2014 09:00:00 AM,11/09/2014 02:00:00 PM,Sunday,,No limitations.,"No cost to individual. If insured, insurance will be billed.",Free to individual. Insurance will be billed.,2014-2015_55,"(41.80680851, -87.6736573)",37,59,14924,709,3
2018-2019,26,41.9542,-87.7031,3001 W. Irving Park Rd.,,Chicago,IL,60618,United States of America,33rd Ward Office,,,,10/20/2018,10/20/2018,9:00:00,14:00:00,10/20/2018 09:00:00 AM,10/20/2018 02:00:00 PM,Saturday,,,"No cost to individual. If insured, insurance will be billed.",,2018-2019_26,"(41.9542, -87.7031)",39,16,21538,116,20
2016-2017,51,41.9674,-87.6491,4700 N. Marine Drive,,Chicago,IL,60640,United States of America,46th Ward-Weiss Hospital,,773-878-4646,Caitlin Mc Elroy,11/05/2015,11/05/2015,10:00:00,14:00:00,11/05/2015 10:00:00 AM,11/05/2015 02:00:00 PM,Thursday,,,"No cost to individual. If insured, insurance will be billed.",Free to individual. Insurance will be billed.,2016-2017_51,"(41.9674, -87.6491)",15,31,22616,636,39
2017-2018,260,41.91781,-87.6884,2001 N MILWAUKEE AVE,,CHICAGO,IL,60647,United States of America,Walgreens,http://www.Walgreens.com,773-772-2370,Pharmacy,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",24 Hours,,Call for details.,,2017-2018_260,"(41.91781, -87.6884)",1,23,22535,323,41
2014-2015,164,41.78008228,-87.64184321,650 W 63RD ST,,CHICAGO,IL,60621,United States of America,Walgreens,http://www.Walgreens.com,773-994-4467,Pharmacy,09/01/2014,04/15/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-10:00 PM, Sat: 10:00 AM-5:00 PM, Sun: 10:00 AM-6:00 PM",,,,2014-2015_164,"(41.78008228, -87.64184321)",11,66,21559,435,2
2016-2017,102,41.9751784,-87.7676689,5230 N MILWAUKEE AVE,,CHICAGO,IL,60630,United States of America,Walgreens,http://www.Walgreens.com,773-736-8920,Pharmacy,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-5:00 PM",,Call for details.,,2016-2017_102,"(41.9751784, -87.7676689)",48,11,21869,780,50
2018-2019,218,41.7786,-87.7027,6315 S KEDZIE AVE,,Chicago,IL,60629,United States of America,Walgreens,http://www.Walgreens.com,773-776-4040,Pharmacy,09/01/2018,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 8:00 AM-10:00 PM",,Call for details.,,2018-2019_218,"(41.7786, -87.7027)",58,64,21867,319,31
2017-2018,18,41.91765,-87.72352,2036 N. Avers,,Chicago,IL,60647,United States of America,26th Ward-Mozart Park,,,,09/29/2017,09/29/2017,9:00:00,13:00:00,09/29/2017 09:00:00 AM,09/29/2017 01:00:00 PM,Friday,,,"No cost to individual. If insured, insurance will be billed. Earn 200 Park Points here! Obtenga 200 Puntos Para Los Parques de Chicago!",,2017-2018_18,"(41.91765, -87.72352)",1,23,22535,73,49
2014-2015,265,41.88902,-87.6317,121 WEST KINZIE STREET,,CHICAGO,IL,60610,United States of America,CVS/pharmacy,http://www.cvs.com,312-970-2881,,09/01/2014,03/31/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-9:00 PM, Tue: 8:00 AM-9:00 PM, Wed: 8:00 AM-9:00 PM, Thu: 8:00 AM-9:00 PM, Fri: 8:00 AM-9:00 PM, Sat: Closed, Sun: Closed",,Call for details.,Minimum Age Requirement for Flu Shot: 10.,2014-2015_265,"(41.88902, -87.6317)",55,37,4446,670,36
2015-2016,246,41.91812,-87.63917,401 WEST ARMITAGE AVENUE,,CHICAGO,IL,60614,United States of America,CVS/pharmacy,http://www.cvs.com,312-337-3035,,09/01/2014,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,Call for details.,Minimum Age Requirement for Flu Shot: 10.,2015-2016_246,"(41.91812, -87.63917)",16,68,21190,208,34
2019-2020,251,41.7781,-87.7722,6016 W 63RD ST,,Chicago,IL,60638,United States of America,Walgreens,http://www.Walgreens.com,773-788-180,Pharmacy,09/01/2019,09/01/2021,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,Call for details.,,2019-2020_251,"(41.7781, -87.7722)",7,62,22268,265,15
2019-2020,61,41.8308,-87.6234,3510 S. Michigan Ave.,,Chicago,IL,60653,United States of America,Chicago Police Department-Headquarters,,,,09/27/2019,09/27/2019,11:00:00,15:00:00,09/27/2019 11:00:00 AM,09/27/2019 03:00:00 PM,Friday,,,"No cost to individual. If insured, insurance will be billed. Limited amounts of high-dose flu vaccines for seniors may be available throughout the season.�Check https://www.chicago.gov/city/en/depts/cdph/supp_info/health-protection/flu-clinics-in-the-city-of-chicago.html for updates.",,2019-2020_61,"(41.8308, -87.6234)",36,1,4301,446,9
2015-2016,313,41.974543,-87.8113469,7342 Foster Ave,,Chicago,IL,60656,United States of America,Jewel-Osco 3296,http://www.jeweloscopharmacies.com,773-775-3777,,08/12/2014,03/01/2016,,,,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday","Mon-Fri: 8:00 AM-9:00 PM, Sat-Sun: 9:00 AM-5:00 PM",,Call for details.,,2015-2016_313,"(41.974543, -87.8113469)",31,36,4448,735,29
2014-2015,60,41.73008229,-87.61181885,501 E 90th Place,,CHICAGO,IL,60619,United States of America,9th Ward - Tuley Park,,773-785-1100,Annette Luckett,10/09/2014,10/09/2014,10:00:00,13:00:00,10/09/2014 10:00:00 AM,10/09/2014 01:00:00 PM,Thursday,,No limitations.,"No cost to individual. If insured, insurance will be billed.",Free to individual. Insurance will be billed.,2014-2015_60,"(41.73008229, -87.61181885)",61,40,21546,430,43
2018-2019,190,41.8935,-87.6309,641 N CLARK ST,,Chicago,IL,60654,United States of America,Walgreens,http://www.Walgreens.com,312-587-1416,Pharmacy,09/01/2018,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",24 Hours,,Call for details.,,2018-2019_190,"(41.8935, -87.6309)",55,37,4446,670,36
2019-2020,12,41.9169,-87.6879,1958 N. Milwaukee Ave.,,Chicago,IL,60647,United States of America,1st Ward Office,,,,10/03/2019,10/03/2019,16:00:00,19:00:00,10/03/2019 04:00:00 PM,10/03/2019 07:00:00 PM,Thursday,,,"No cost to individual. If insured, insurance will be billed. Limited amounts of high-dose flu vaccines for seniors may be available throughout the season.�Check https://www.chicago.gov/city/en/depts/cdph/supp_info/health-protection/flu-clinics-in-the-city-of-chicago.html for updates.",,2019-2020_12,"(41.9169, -87.6879)",1,23,22535,180,41
2016-2017,32,41.882847,-87.630614,77 W. Washington St.,2nd Floor,Chicago,IL,60602,United States of America,42nd Ward-FUMC Chicago Temple,,312-236-4548 ext. 120,Nuntida Sirisornbatwattana,10/19/2016,10/19/2016,11:00:00,15:00:00,10/19/2016 11:00:00 AM,10/19/2016 03:00:00 PM,Wednesday,,,"No cost to individual. If insured, insurance will be billed.",Free to individual. Insurance will be billed.,2016-2017_32,"(41.882847, -87.630614)",41,38,14310,92,36
2015-2016,150,41.737099,-87.605299,8628 S COTTAGE GROVE AVE,,CHICAGO,IL,60619,United States of America,Walgreens,http://www.Walgreens.com,773-651-8500,Pharmacy,09/01/2014,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: Midnight - Mindnight, Sat: Midnight - Mindnight, Sun: Midnight - Mindnight",,Call for details.,,2015-2016_150,"(41.737099, -87.605299)",61,40,21546,140,32
2014-2015,119,41.92440408,-87.76651736,5600 W FULLERTON AVE,,CHICAGO,IL,60639,United States of America,Walgreens,http://www.Walgreens.com,773-745-1640,Pharmacy,09/01/2014,04/15/2015,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: Midnight - Mindnight, Sat: Midnight - Mindnight, Sun: Midnight - Mindnight",,,,2014-2015_119,"(41.92440408, -87.76651736)",2,19,22615,58,21
2015-2016,8,41.7378276,-87.6048752,8539 S. Cottage Grove Ave.,,Chicago,IL,60619,United States of America,8th Ward Office,,773-874-3300,Linda Bryant,10/01/2015,10/01/2015,11:00:00,15:00:00,10/01/2015 11:00:00 AM,10/01/2015 03:00:00 PM,Thursday,,,"No cost to individual. If insured, insurance will be billed.",Free to individual. Insurance will be billed.,2015-2016_8,"(41.7378276, -87.6048752)",61,40,21546,140,32
2016-2017,256,41.93005,-87.76645,2722 NORTH CENTRAL AVENUE,,CHICAGO,IL,60639,United States of America,CVS/pharmacy,http://www.cvs.com,773-804-1692,,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,Call for details.,Minimum Age Requirement for Flu Shot: 10.,2016-2017_256,"(41.93005, -87.76645)",2,19,22615,58,21
